,PMID/PMCID,Publisher,Journal title,Article title,Cost
590,23137753,Elsevier,int journal for parasitology,Flow cytometry-assisted rapid isolation of recombinant Plasmodium berghei parasites exemplified by functional analysis of aquaglyceroporin.,2294.0
591,3407873,Elsevier,international health,Treatment of schistosomiasis in African infants and preschool-aged children: downward extension and biometric optimisation of the current praziquantel dose pole,1413.88
592,NA,Elsevier,international journal for parasitology,Functional expression of TcoAT1 reveals it to be a P1-type nucleoside transporter with no capacity for diminazene uptake,1410.0
593,NA,Elsevier,international journal of applied earth observation and geoinformation,"Mapping the distribution of the main host for plague in a complex landscape in Kazakhstan: An object-based approach using SPOT-5 XS, Landsat 7 ETM+, SRTM and multiple Random Forests",2330.12
594,NA,Elsevier,international journal of biochemistry and cell biology,"Lipidomic profiling in Crohn's disease: Abnormalities in phosphatidylinositols, with preservation of ceramide, phosphatidylcholine and phosphatidylserine composition",2384.53
595,3819990,Elsevier,international journal of cardiology,"Mortality from Ischaemic Heart Disease by Country, Region, and Age: Statistics from World Health Organisation and United Nations data",1128.42
596,3819621,Elsevier,international journal of cardiology,Defining cardiac adaptations and safety of endurance training in patients with m.3243A>G-related mitochondrial disease,2384.22
597,23932869/3819985,Elsevier,international journal of cardiology,Cardioprotective SUR2A promotes stem cell properties of cardiomyocytes,2406.73
598,3572392,Elsevier,international journal of parasitology,Proteome analysis of the Theileria annulata schizont,2386.44
599,3472557,Elsevier,journal of mol biological,Structural Basis for ASPP2 Recognition by the Tumor Suppressor p73.,2264.2
600,23291110,ELSEVIER,journal of steroid biochem mol biological,The structural biology of oestrogen metabolism.,2322.57
601,3343258,Elsevier,journal of affective disorders,Predictors of maternal psychological distress in rural India: A cross-sectional community-based study,2283.58
602,3161178,Elsevier,journal of affective disorders,The effects of postnatal maternal depression and anxiety on the processing of baby faces,2323.49
603,3161179,Elsevier,journal of affective disorders,Healthcare costs of paternal depression in the postnatal period,2357.04
604,3781323,Elsevier,journal of affective disorders,Prevalence and correlates of depression among HIV- infected and -affected older people in rural South Africa,1530.77
605,3526791,Elsevier,journal of allergy and clinical immunology,Functional KCa3.1 K+ channels are required for human fibrocyte migration,2277.79
606,3526795,Elsevier,journal of allergy and clinical immunology,CRACM/ Orai ion channel expression and function in human lung mast cells,2277.8
607,3629941,Elsevier,journal of allergy and clinical immunology,Inflammation in common variable immunodeficiency is associated with a distinct CD8(+) response to cytomegalovirus,1914.82
608,23806636,Elsevier,journal of allergy and clinical immunology,Prenatal alcohol exposure and childhood atopic disease: a Mendelian randomization approach,2320.04
609,NA,Elsevier,journal of allergy and clinical immunology,Reduced type I interferon production by dendritic cells and weakened antiviral immunity in patients with Wiskott-Aldrich syndrome protein deficiency,2382.49
610,NA,Elsevier,journal of anthropological archaeology,"Food and social complexity at Çayönü Tepesi, southeastern Anatolia: Stable isotope evidence of differentiation in diet according to burial practice and sex in the early Neolithic",2470.01
611,3617599,Elsevier,journal of archaeological science,Organic geochemical analysis of archaeological medicine pots from Northern Ghana. The multi-functionality of pottery,2243.55
612,NA,Elsevier,journal of behavior therapy and experimental psychiatry,Contextualisation in the Revised Dual Representation Theory of PTSD,1442.64
613,3545201,Elsevier,journal of behavior therapy and experimental psychiatry,Imagery in the aftermath of viewing a traumatic film: Using cognitive tasks to modulate the development of involuntary memory,2332.6
614,3566479,Elsevier,journal of behaviour therapy and experimental psychiatry,Cognitive behavioural treatment of insomnia in patients with persecutory delusions: a pilot trial   ,2375.14
615,NA,Elsevier,journal of clinical epidemiology,Systematic Reveiw of the Hawthorn effect: New concepts are  ....,1955.21
616,3793856,Elsevier,journal of clinical virology,Ecological and taxonomic variations among human RNA viruses,2486.13
617,23642644/3851688,Elsevier,journal of cycstic fibrosis,Extensive diversification is a common feature of Pseudomonas aeruginosa populations during respiratory infections in cystic fibrosis,2396.85
618,3625113,Elsevier,journal of hepatology,"Gamma H2AX+CD8+ T-lymphocytes cannot respond to Interferon-alpha, Il-2 or Il-6 in chronic hepatitis C virus infection",2328.24
619,3710969,Elsevier,journal of hepatology,Pathogenesis of FOLFOX induced sinisoidal obstruction syndrome in murine chemotherapy model,2366.57
620,NA,Elsevier,journal of historical geography,The making of urban healtheries: Lord Brabazon and the transformation of cemeteries and burial grounds in late-Victorian East London,596.46
621,3580288,Elsevier,journal of hospital infections,"Evaluation of surveillance for surgical site infections in Thika Hospital, Kenya",2293.37
622,23046967/3540259,Elsevier,journal of infection,The prevalence of cryptococcal antigenemia in newly diagnosed HIV patients in a Southwest London cohort,2286.09
623,3466423,Elsevier,journal of mechanisms of ageing and development,Frequency distribution analysis of activation times and regional fibrosis in murine Scn5a+/- hearts: the effects of ageing and sex ,2696.34
624,3437440,Elsevier,journal of molecular biology,Selective Deactivation of Serum IgG: A General Strategy for the Enhancement of Monoclonal Antibody Receptor Interactions,2192.89
625,23318955/3593212,Elsevier,journal of molecular biology,"Sequence-specific, RNA-protein interactions overcome electrostatic barriers preventing assembly of Satellite Tobacco Necrosis Virus coat protein",2372.01
626,3605589,Elsevier,journal of molecular biology,A mechanistic explanation of the multiple helical forms adopted by bacterial flagellar filaments,2455.82
627,3759848,Elsevier,journal of neuroscience methods,A Comparison of Automated Anatomical-Behavioural Mapping Methods in a Rodent Model of Stroke,1442.48
628,3683149,Elsevier,journal of neuroscience methods,Registration of Challenging Pre-clinical Brain Images,2420.16
629,3383891,Elsevier,journal of nutrition education and behaviour,Examining multiple parenting behaviours on young childrens dietary fat consumption,2321.23
630,NA,Elsevier,journal of paediatric urology,Persistent unexplained congenital clitoromegaly in females born extremely premature,999999.0
631,3714598,Elsevier,journal of proteomics,Cleaning up the masses: Exclusion lists to reduce contamination with HPLC-MS/MS.,2471.41
632,3714596,Elsevier,journal of proteomics,Quantitative cross-linking/mass spectrometry using isotope-labelled cross-linkers.,2980.36
633,3137789,Elsevier,journal of structural biology,Cells under siege: Viral glycoprotein interactions at the cell surface,1939.95
634,3477309,Elsevier,journal of structural biology,Automation of large scale transient protein expression in mammalian cells,1939.95
635,3477310,Elsevier,journal of structural biology,How vaccinia virus has evolved to subvert the host immune response,1939.95
636,3477311,Elsevier,journal of structural biology,Recording information on protein complexes in an information management system,1939.95
637,3477317,Elsevier,journal of structural biology,xtalPiMS: A PiMS-based web application for the management and monitoring of crystallization trials,1939.95
638,3477320,Elsevier,journal of structural biology,From SPINE to SPINE-2 complexes and beyond,1939.95
639,3355306,Elsevier,journal of structural biology,Cryo-electron tomography and 3-D analysis of the intact flagellum in trypanosoma brucei,2284.19
640,3698441,Elsevier,journal of structural biology,A method to achieve homogeneous dispersion of large transmembrane complexes within the holes of carbon films for electron cryomicroscopy,2328.43
641,3728563,Elsevier,journal of the american academy of child and adolescent psychiatry,"Irritable Mood as a Symptom of Depression in Youth: Prevalence, Developmental, and Clinical Correlates in the Great Smoky Mountains Study",2409.8
642,3677086,Elsevier,journal of the american college of cardiology,"The Relationship Between Metabolic Risk Factors and Incident Cardiovascular Disease in Europeans, South Asians, and African Caribbeans",1528.17
643,3560033,Elsevier,journal of the neurological sciences,The m.3291T>C mt-tRNA mutation is definitely pathogenic and causes multisystem mitochondrial disease,2404.27
644,NA,Elsevier,journal of transport geography,The factors influencing car use in a cycle-friendly city: the case of Cambridge,1188.83
645,3470038,Elsevier,journal of virological methods,A plate-based high-throughput assay for virus stability and vaccine formulation.,2165.92
646,23903843/3807398,Elsevier,journal of virology,Herpes simplex virus 1 targets the murine olfactory neuroepithelium for host entry,1577.9
647,23903840/3807390,Elsevier,journal of virology,Glycoprotein B cleavage is important for murid herpesvirus 4 to infect myeloid cells,1577.91
648,NA,Elsevier,lancet,Global trends in antiretroviral resistance in treatment-naive individuals with HIV after rollout of antiretroviral treatment in resource-limited settings: a global collaborative study and meta-regression analysis,4800.0
649,23545320,Elsevier,lancet global health,"Stroke risk factors within an incident population in urban and rural Tanzania: A prospective, community based case control study",3678.78
650,3617601,Elsevier,learning and individual differences,Understanding the science-learning environment:  a genetically sensitive approach,2302.93
651,3611595,Elsevier,matrix biology,Synthesis of embryonic tendon-like tissue by human marrow stromal/mesenchymal stem cells requires a three-dimensional environment and transforming growth factor b3,2272.01
652,3611596,Elsevier,matrix biology,An experimental model for studying the biomechanics of embryonic tendon: Evidence that the development of mechanical properties depends on the actinomyosin machinery,2272.01
653,NA,Elsevier,matrix biology,The cell biology of suturing tendons,2272.01
654,NA,Elsevier,maturitas,Age at natural menopause in three Central and Eastern European urban populations: the HAPIEE study,2320.35
655,3710972,Elsevier,mechanisms of ageing and development,Assessment of candidate ocular biomarkers of ageing in a South African adult population: relationship with chronological age and systemic biomarkers.,1758.59
656,3818088,Elsevier,mechanisms of ageing and development,Ocular parameters of biological ageing in HIV infected individual.,1769.78
